training-example,training-instance-global,training-instance-local,token,label:thematic,label:token
85,1079,7,in,subj:biographical-note,t:person:LOCATED_IN
85,1080,8,Ama,subj:biographical-note,t:location:NAME
85,1081,9,END,END,END
86,1082,0,START,START,START
86,1083,1,Daughter,fam:parents,t:rel:IS_DAUGHTER_OF
86,1084,2,of,fam:parents,t:rel:IS_DAUGHTER_OF
86,1085,3,Theresa,fam:parents,t:person:NAME
86,1086,4,Walsh,fam:parents,t:person:NAME
86,1087,5,",",fam:parents,t:DELIMITER
86,1088,6,College,fam:parents,t:location:NAME
86,1089,7,Point,fam:parents,t:location:NAME
86,1090,8,",",fam:parents,t:DELIMITER
86,1091,9,Flushing,fam:parents,t:location:NAME
86,1092,10,",",fam:parents,t:DELIMITER
86,1093,11,LI,fam:parents,t:location:NAME
86,1094,12,END,END,END
87,1095,0,START,START,START
87,1096,1,From,subj:native-of,t:rel:IS_NATIVE_OF
87,1097,2,New,subj:native-of,t:location:NAME
87,1098,3,Ross,subj:native-of,t:location:NAME
87,1099,4,",",subj:native-of,t:location:NAME
87,1100,5,Co,subj:native-of,t:location:NAME
87,1101,6,Wexford,subj:native-of,t:location:NAME
87,1102,7,END,END,END
66,1103,0,START,START,START
66,1104,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
66,1105,2,of,subj:native-of,t:rel:IS_NATIVE_OF
66,1106,3,Co,subj:native-of,t:location:NAME
66,1107,4,Galway,subj:native-of,t:location:NAME
66,1108,5,-,delimiter:thematic,t:DELIMITER
66,1109,6,3,subj:biographical-note,t:time:DURATION_VALUE
66,1110,7,yrs,subj:biographical-note,t:time:DURATION_YEAR
66,1111,8,in,subj:biographical-note,t:person:LOCATED_IN
66,1112,9,Ama,subj:biographical-note,t:location:NAME
66,1113,10,-,delimiter:thematic,delimiter:thematic
66,1114,11,His,fam:spouse,t:rel:HAS_WIFE
66,1115,12,wife,fam:spouse,t:rel:HAS_WIFE
66,1116,13,,fam:spouse,t:UNKNOWN
66,1117,14,s,fam:spouse,t:UNKNOWN
66,1118,15,name,fam:spouse,t:UNKNOWN
66,1119,16,is,fam:spouse,t:UNKNOWN
66,1120,17,Bridget,fam:spouse,t:person:NAME
66,1121,18,Phelan,fam:spouse,t:person:NAME
66,1122,19,-,delimiter:thematic,delimiter:thematic
66,1123,20,see,meta:record-reference,t:meta:SEE
66,1124,21,67,meta:record-reference,t:meta:ACCOUNT_NUMBER
66,1125,22,",",meta:record-reference,t:DELIMITER
66,1126,23,22468,meta:record-reference,t:meta:ACCOUNT_NUMBER
66,1127,24,END,END,END
17760,1128,0,START,START,START
17760,1129,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
17760,1130,2,of,subj:native-of,t:rel:IS_NATIVE_OF
17760,1131,3,Kingston,subj:native-of,t:location:NAME
17760,1132,4,",",subj:native-of,t:location:NAME
17760,1133,5,Ulster,subj:native-of,t:location:NAME
17760,1134,6,Co,subj:native-of,t:location:NAME
17760,1135,7,",",subj:native-of,t:location:NAME
17760,1136,8,NY,subj:native-of,t:location:NAME
17760,1137,9,-,delimiter:thematic,delimiter:thematic
17760,1138,10,Par,fam:parents,t:person:PARENTS
17760,1139,11,at,fam:parents,t:residential:CURRENTLY_LIVING_AT
17760,1140,12,residence,fam:parents,t:residential:RESIDENCE
17760,1141,13,",",fam:parents,t:DELIMITER
17760,1142,14,Fa,fam:parents,t:person:FATHER
17760,1143,15,Dr,fam:parents,t:person:NAME
17760,1144,16,James,fam:parents,t:person:NAME
17760,1145,17,Mairs,fam:parents,t:person:NAME
17760,1146,18,",",fam:parents,t:DELIMITER
17760,1147,19,Mo,fam:parents,t:person:MOTHER
17760,1148,20,Stella,fam:parents,t:person:NAME
17760,1149,21,Benton,fam:parents,t:person:NAME
17760,1150,22,-,delimiter:thematic,delimiter:thematic
17760,1151,23,22,fam:siblings,t:person:NUMBER
17760,1152,24,Bro,fam:siblings,t:person:BROTHERS
17760,1153,25,&,fam:siblings,t:DELIMITER
17760,1154,26,3,fam:siblings,t:person:NUMBER
17760,1155,27,Sis,fam:siblings,t:person:SISTERS
17760,1156,28,in,fam:siblings,t:person:LOCATED_IN
17760,1157,29,NY,fam:siblings,t:location:NAME
17760,1158,30,-,delimiter:thematic,delimiter:thematic
17760,1159,31,Is,fam:spouse,t:person:IS_WIDOWED
17760,1160,32,a,fam:spouse,t:person:IS_WIDOWED
17760,1161,33,Wid,fam:spouse,t:person:IS_WIDOWED
17760,1162,34,",",fam:spouse,t:DELIMITER
17760,1163,35,Husb,fam:spouse,t:person:HUSBAND
17760,1164,36,John,fam:spouse,t:person:NAME
17760,1165,37,R,fam:spouse,t:person:NAME
17760,1166,38,-,delimiter:thematic,delimiter:thematic
17760,1167,39,3,fam:children,t:person:NUMBER
17760,1168,40,Ch,fam:children,t:person:CHILDREN
17760,1169,41,Stella,fam:children,t:person:NAME
17760,1170,42,",",fam:children,t:DELIMITER
17760,1171,43,Kate,fam:children,t:person:NAME
17760,1172,44,&,fam:children,t:DELIMITER
17760,1173,45,Mary,fam:children,t:person:NAME
17760,1174,46,-,delimiter:thematic,delimiter:thematic
17760,1175,47,see,meta:record-reference,t:meta:SEE
17760,1176,48,4712,meta:record-reference,t:meta:ACCOUNT_NUMBER
17760,1177,49,",",meta:record-reference,t:DELIMITER
17760,1178,50,8602,meta:record-reference,t:meta:ACCOUNT_NUMBER
17760,1179,51,",",meta:record-reference,t:DELIMITER
17760,1180,52,11533,meta:record-reference,t:meta:ACCOUNT_NUMBER
17760,1181,53,END,END,END
18000,1182,0,START,START,START
18000,1183,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
18000,1184,2,of,subj:native-of,t:rel:IS_NATIVE_OF
18000,1185,3,Kilcommon,subj:native-of,t:location:NAME
18000,1186,4,",",subj:native-of,t:location:NAME
18000,1187,5,Co,subj:native-of,t:location:NAME
18000,1188,6,Mayo,subj:native-of,t:location:NAME
18000,1189,7,",",subj:native-of,t:location:NAME
18000,1190,8,-,delimiter:thematic,delimiter:thematic
18000,1191,9,Arr,subj:emigration-event,t:emigration:ARRIVED
18000,1192,10,May,subj:emigration-event,t:time:MONTH
18000,1193,11,,subj:emigration-event,t:time:YEAR
18000,1194,12,50,subj:emigration-event,t:time:YEAR
18000,1195,13,",",delimiter:thematic,delimiter:thematic
18000,1196,14,Mar,fam:spouse,t:rel:HAS_SPOUSE
18000,1197,15,to,fam:spouse,t:rel:HAS_SPOUSE
18000,1198,16,Wm,fam:spouse,t:person:NAME
18000,1199,17,Henderson,fam:spouse,t:person:NAME
18000,1200,18,-,delimiter:thematic,delimiter:thematic
18000,1201,19,Husb,fam:spouse,t:person:HUSBAND
18000,1202,20,dead,fam:spouse,t:person:IS_DEAD
18000,1203,21,",",delimiter:thematic,delimiter:thematic
18000,1204,22,No,fam:children,t:person:NUMBER
18000,1205,23,Ch,fam:children,t:person:CHILDREN
18000,1206,24,[,meta:parenthetical,meta:parenthetical
18000,1207,25,Lives,meta:parenthetical,meta:parenthetical
18000,1208,26,at,meta:parenthetical,meta:parenthetical
18000,1209,27,W,meta:parenthetical,meta:parenthetical
18000,1210,28,Farms,meta:parenthetical,meta:parenthetical
18000,1211,29,",",meta:parenthetical,meta:parenthetical
18000,1212,30,Lyons,meta:parenthetical,meta:parenthetical
18000,1213,31,Point,meta:parenthetical,meta:parenthetical
18000,1214,32,],meta:parenthetical,meta:parenthetical
18000,1215,33,END,END,END
7660,1216,0,START,START,START
7660,1217,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
7660,1218,2,of,subj:native-of,t:rel:IS_NATIVE_OF
7660,1219,3,Killagh,subj:native-of,t:location:NAME
7660,1220,4,",",subj:native-of,t:DELIMITER
7660,1221,5,3,subj:native-of,t:location:DISTANCE
7660,1222,6,mi,subj:native-of,t:location:DISTANCE_UNIT
7660,1223,7,fr,subj:native-of,t:location:FROM
7660,1224,8,Kenmare,subj:native-of,t:location:NAME
7660,1225,9,",",subj:native-of,t:location:NAME
7660,1226,10,Co,subj:native-of,t:location:NAME
7660,1227,11,Kerry,subj:native-of,t:location:NAME
7660,1228,12,",",subj:native-of,t:location:NAME
7660,1229,13,Ire,subj:native-of,t:location:NAME
7660,1230,14,-,delimiter:thematic,delimiter:thematic
7660,1231,15,Arr,subj:emigration-event,t:emigration:ARRIVED
7660,1232,16,at,subj:emigration-event,t:emigration:ARRIVED
7660,1233,17,Boston,subj:emigration-event,t:location:NAME
7660,1234,18,Jan,subj:emigration-event,t:time:MONTH
7660,1235,19,1850,subj:emigration-event,t:time:YEAR
7660,1236,20,per,subj:emigration-event,t:emigration:VIA
7660,1237,21,Saxony,subj:emigration-event,t:emigration:VESSEL
7660,1238,22,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
7660,1239,23,LP,subj:emigration-event,t:location:NAME
7660,1240,24,-,delimiter:thematic,t:DELIMITER
7660,1241,25,Fa,fam:parents,t:person:FATHER
7660,1242,26,dead,fam:parents,t:person:IS_DEAD
7660,1243,27,",",fam:parents,t:DELIMITER
7660,1244,28,Jerh,fam:parents,t:person:NAME
7660,1245,29,",",fam:parents,t:DELIMITER
7660,1246,30,Mo,fam:parents,t:person:MOTHER
7660,1247,31,in,fam:parents,t:person:LOCATED_IN
7660,1248,32,Ire,fam:parents,t:location:NAME
7660,1249,33,Marg,fam:parents,t:person:NAME
7660,1250,34,,fam:parents,t:person:NAME
7660,1251,35,t,fam:parents,t:person:NAME
7660,1252,36,Cunboe,fam:parents,t:person:NAME
7660,1253,37,",",delimiter:thematic,delimiter:thematic
7660,1254,38,has,fam:siblings,t:rel:HAS
7660,1255,39,3,fam:siblings,t:person:NUMBER
7660,1256,40,Bro,fam:siblings,t:person:BROTHERS
7660,1257,41,Bart,fam:siblings,t:person:NAME
7660,1258,42,in,fam:siblings,t:person:LOCATED_IN
7660,1259,43,Canada,fam:siblings,t:location:NAME
7660,1260,44,",",fam:siblings,t:DELIMITER
7660,1261,45,Dan,fam:siblings,t:person:NAME
7660,1262,46,,fam:siblings,t:person:NAME
7660,1263,47,l,fam:siblings,t:person:NAME
7660,1264,48,&,fam:siblings,t:DELIMITER
7660,1265,49,Jer,fam:siblings,t:person:NAME
7660,1266,50,in,fam:siblings,t:person:LOCATED_IN
7660,1267,51,Engl,fam:siblings,t:location:NAME
7660,1268,52,-,delimiter:thematic,t:DELIMITER
7660,1269,53,Is,fam:spouse,t:rel:HAS_SPOUSE
7660,1270,54,Mar,fam:spouse,t:rel:HAS_SPOUSE
7660,1271,55,to,fam:spouse,t:rel:HAS_SPOUSE
7660,1272,56,Honora,fam:spouse,t:person:NAME
7660,1273,57,Sullivan,fam:spouse,t:person:NAME
7660,1274,58,-,delimiter:thematic,delimiter:thematic
7660,1275,59,2,fam:children,t:person:NUMBER
7660,1276,60,Ch,fam:children,t:person:CHILDREN
7660,1277,61,",",fam:children,t:DELIMITER
7660,1278,62,Jer,fam:children,t:person:NAME
7660,1279,63,&,fam:children,t:DELIMITER
7660,1280,64,Cath,fam:children,t:person:NAME
7660,1281,65,-,delimiter:thematic,delimiter:thematic
7660,1282,66,Mrs,subj:biographical-note,t:UNKNOWN
7660,1283,67,S,subj:biographical-note,t:UNKNOWN
7660,1284,68,is,subj:biographical-note,t:UNKNOWN
7660,1285,69,a,subj:biographical-note,t:UNKNOWN
7660,1286,70,Nat,subj:biographical-note,t:UNKNOWN
7660,1287,71,of,subj:biographical-note,t:UNKNOWN
7660,1288,72,same,subj:biographical-note,t:UNKNOWN
7660,1289,73,pl,subj:biographical-note,t:UNKNOWN
7660,1290,74,&,subj:biographical-note,t:UNKNOWN
7660,1291,75,arr,subj:biographical-note,t:UNKNOWN
7660,1292,76,with,subj:biographical-note,t:UNKNOWN
7660,1293,77,hus,subj:biographical-note,t:UNKNOWN
7660,1294,78,-,delimiter:thematic,delimiter:thematic
7660,1295,79,Fa,fam:parents,t:person:FATHER
7660,1296,80,dead,fam:parents,t:person:IS_DEAD
7660,1297,81,",",fam:parents,t:DELIMITER
7660,1298,82,Jno,fam:parents,t:person:NAME
7660,1299,83,",",fam:parents,t:DELIMITER
7660,1300,84,Mo,fam:parents,t:person:MOTHER
7660,1301,85,in,fam:parents,t:person:LOCATED_IN
7660,1302,86,Ire,fam:parents,t:location:NAME
7660,1303,87,Mary,fam:parents,t:person:NAME
7660,1304,88,Shea,fam:parents,t:person:NAME
7660,1305,89,",",delimiter:thematic,delimiter:thematic
7660,1306,90,2,fam:siblings,t:person:NUMBER
7660,1307,91,Bro,fam:siblings,t:person:BROTHERS
7660,1308,92,&,fam:siblings,t:DELIMITER
7660,1309,93,Sis,fam:siblings,t:person:SISTERS
7660,1310,94,-,delimiter:thematic,delimiter:thematic
7660,1311,95,see,meta:record-reference,t:meta:SEE
7660,1312,96,6805,meta:record-reference,t:meta:ACCOUNT_NUMBER
7660,1313,97,END,END,END
4660,1314,0,START,START,START
4660,1315,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
4660,1316,2,of,subj:native-of,t:rel:IS_NATIVE_OF
4660,1317,3,Mullowley,subj:native-of,t:location:NAME
4660,1318,4,",",subj:native-of,t:DELIMITER
4660,1319,5,2,subj:native-of,t:location:DISTANCE
4660,1320,6,mi,subj:native-of,t:location:DISTANCE_UNIT
4660,1321,7,fr,subj:native-of,t:location:FROM
4660,1322,8,Ballinagh,subj:native-of,t:location:NAME
4660,1323,9,",",subj:native-of,t:location:NAME
4660,1324,10,Co,subj:native-of,t:location:NAME
4660,1325,11,Cavan,subj:native-of,t:location:NAME
4660,1326,12,",",subj:native-of,t:location:NAME
4660,1327,13,Ire,subj:native-of,t:location:NAME
4660,1328,14,-,delimiter:thematic,delimiter:thematic
4660,1329,15,Arr,subj:emigration-event,t:emigration:ARRIVED
4660,1330,16,NY,subj:emigration-event,t:location:NAME
4660,1331,17,Feb,subj:emigration-event,t:time:MONTH
4660,1332,18,1st,subj:emigration-event,t:time:DATE
4660,1333,19,[,meta:parenthetical,meta:parenthetical
4660,1334,20,1853,meta:parenthetical,meta:parenthetical
4660,1335,21,],meta:parenthetical,meta:parenthetical
4660,1336,22,per,subj:emigration-event,t:emigration:VIA
4660,1337,23,Columbus,subj:emigration-event,t:emigration:VESSEL
4660,1338,24,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
4660,1339,25,LP,subj:emigration-event,t:location:NAME
4660,1340,26,-,delimiter:thematic,delimiter:thematic
4660,1341,27,Par,fam:parents,t:person:PARENTS
4660,1342,28,dead,fam:parents,t:person:IS_DEAD
4660,1343,29,",",fam:parents,t:DELIMITER
4660,1344,30,Fa,fam:parents,t:person:FATHER
4660,1345,31,Mat,fam:parents,t:person:NAME
4660,1346,32,",",fam:parents,t:DELIMITER
4660,1347,33,Mo,fam:parents,t:person:MOTHER
4660,1348,34,Mary,fam:parents,t:person:NAME
4660,1349,35,Smith,fam:parents,t:person:NAME
4660,1350,36,",",delimiter:thematic,delimiter:thematic
4660,1351,37,2,fam:siblings,t:person:NUMBER
4660,1352,38,Bro,fam:siblings,t:person:BROTHERS
4660,1353,39,&,fam:siblings,t:DELIMITER
4660,1354,40,1,fam:siblings,t:person:NUMBER
4660,1355,41,Sis,fam:siblings,t:person:SISTERS
4660,1356,42,",",fam:siblings,t:DELIMITER
4660,1357,43,Pat,fam:siblings,t:person:NAME
4660,1358,44,",",fam:siblings,t:DELIMITER
4660,1359,45,Barth,fam:siblings,t:person:NAME
4660,1360,46,&,fam:siblings,t:DELIMITER
4660,1361,47,Ann,fam:siblings,t:person:NAME
4660,1362,48,-,delimiter:thematic,delimiter:thematic
4660,1363,49,Is,subj:marital-status,t:person:IS_SINGLE
4660,1364,50,Single,subj:marital-status,t:person:IS_SINGLE
4660,1365,51,END,END,END
1659,1366,0,START,START,START
1659,1367,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
1659,1368,2,of,subj:native-of,t:rel:IS_NATIVE_OF
1659,1369,3,Curraghinalt,subj:native-of,t:location:NAME
1659,1370,4,",",subj:native-of,t:location:NAME
1659,1371,5,Parish,subj:native-of,t:location:NAME
1659,1372,6,of,subj:native-of,t:location:NAME
1659,1373,7,Lower,subj:native-of,t:location:NAME
1659,1374,8,Bodoney,subj:native-of,t:location:NAME
1659,1375,9,",",subj:native-of,t:location:NAME
1659,1376,10,Co,subj:native-of,t:location:NAME
1659,1377,11,Tyrone,subj:native-of,t:location:NAME
1659,1378,12,",",subj:native-of,t:location:NAME
1659,1379,13,Ire,subj:native-of,t:location:NAME
1659,1380,14,-,delimiter:thematic,delimiter:thematic
1659,1381,15,Arr,subj:emigration-event,t:emigration:ARRIVED
1659,1382,16,Phila,subj:emigration-event,t:location:NAME
1659,1383,17,July,subj:emigration-event,t:time:MONTH
1659,1384,18,17,subj:emigration-event,t:time:DURATION_VALUE
1659,1385,19,yrs,subj:emigration-event,t:time:DURATION_YEARS
1659,1386,20,ago,subj:emigration-event,t:time:DURATION_YEARS
1659,1387,21,per,subj:emigration-event,t:emigration:VIA
1659,1388,22,ship,subj:emigration-event,t:emigration:VIA
1659,1389,23,_,subj:emigration-event,t:BLANK
1659,1390,24,_,subj:emigration-event,t:BLANK
1659,1391,25,_,subj:emigration-event,t:BLANK
1659,1392,26,_,subj:emigration-event,t:BLANK
1659,1393,27,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
1659,1394,28,LP,subj:emigration-event,t:location:NAME
1659,1395,29,-,delimiter:thematic,delimiter:thematic
1659,1396,30,Par,fam:parents,t:person:PARENTS
1659,1397,31,d,fam:parents,t:person:IS_DEAD
1659,1398,32,Fa,fam:parents,t:person:FATHER
1659,1399,33,Owen,fam:parents,t:person:NAME
1659,1400,34,",",fam:parents,t:DELIMITER
1659,1401,35,Mo,fam:parents,t:person:MOTHER
1659,1402,36,lives,fam:parents,t:person:LOCATED_IN
1659,1403,37,NY,fam:parents,t:location:NAME
1659,1404,38,Rhoda,fam:parents,t:person:NAME
1659,1405,39,McVey,fam:parents,t:person:NAME
1659,1406,40,",",delimiter:thematic,delimiter:thematic
1659,1407,41,2,fam:siblings,t:person:NUMBER
1659,1408,42,Bro,fam:siblings,t:person:BROTHERS
1659,1409,43,",",fam:siblings,t:DELIMITER
1659,1410,44,1,fam:siblings,t:person:NUMBER
1659,1411,45,Bro,fam:siblings,t:person:BROTHERS
1659,1412,46,NY,fam:siblings,t:location:NAME
1659,1413,47,Daniel,fam:siblings,t:person:NAME
1659,1414,48,&,fam:siblings,t:DELIMITER
1659,1415,49,Henry,fam:siblings,t:person:NAME
1659,1416,50,",",fam:siblings,t:DELIMITER
1659,1417,51,4,fam:siblings,t:person:NUMBER
1659,1418,52,Sis,fam:siblings,t:person:SISTERS
1659,1419,53,in,fam:siblings,t:person:LOCATED_IN
1659,1420,54,US,fam:siblings,t:location:NAME
1659,1421,55,Mary,fam:siblings,t:person:NAME
1659,1422,56,",",fam:siblings,t:DELIMITER
1659,1423,57,Susan,fam:siblings,t:person:NAME
1659,1424,58,",",fam:siblings,t:DELIMITER
1659,1425,59,Sarah,fam:siblings,t:person:NAME
1659,1426,60,&,fam:siblings,t:DELIMITER
1659,1427,61,Cath,fam:siblings,t:person:NAME
1659,1428,62,-,delimiter:thematic,delimiter:thematic
1659,1429,63,Is,subj:marital-status,t:person:IS_SINGLE
1659,1430,64,Single,subj:marital-status,t:person:IS_SINGLE
1659,1431,65,-,delimiter:thematic,delimiter:thematic
1659,1432,66,see,meta:record-reference,t:meta:SEE
1659,1433,67,1658,meta:record-reference,t:meta:ACCOUNT_NUMBER
1659,1434,68,END,END,END
2359,1435,0,START,START,START
2359,1436,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
2359,1437,2,of,subj:native-of,t:rel:IS_NATIVE_OF
2359,1438,3,Dublin,subj:native-of,t:location:NAME
2359,1439,4,City,subj:native-of,t:location:NAME
2359,1440,5,",",subj:native-of,t:location:NAME
2359,1441,6,Ire,subj:native-of,t:location:NAME
2359,1442,7,-,delimiter:thematic,delimiter:thematic
2359,1443,8,Arr,subj:emigration-event,t:emigration:ARRIVED
2359,1444,9,NY,subj:emigration-event,t:location:NAME
2359,1445,10,Jun,subj:emigration-event,t:time:MONTH
2359,1446,11,17,subj:emigration-event,t:time:DATE
2359,1447,12,",",subj:emigration-event,t:DELIMITER
2359,1448,13,1852,subj:emigration-event,t:time:YEAR
2359,1449,14,per,subj:emigration-event,t:emigration:VIA
2359,1450,15,ship,subj:emigration-event,t:emigration:VIA
2359,1451,16,Isaac,subj:emigration-event,t:emigration:VESSEL
2359,1452,17,Webb,subj:emigration-event,t:emigration:VESSEL
2359,1453,18,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
2359,1454,19,LP,subj:emigration-event,t:location:NAME
2359,1455,20,-,delimiter:thematic,delimiter:thematic
2359,1456,21,Step,fam:siblings,t:person:STEP_SIBLING
2359,1457,22,Sister,fam:siblings,t:person:SISTERS
2359,1458,23,to,fam:siblings,t:rel:TO
2359,1459,24,2357,fam:siblings,t:meta:ACCOUNT_NUMBER
2359,1460,25,Robert,fam:siblings,t:person:NAME
2359,1461,26,Cooke,fam:siblings,t:person:NAME
2359,1462,27,",",delimiter:thematic,delimiter:thematic
2359,1463,28,Fa,fam:parents,t:person:FATHER
2359,1464,29,d,fam:parents,t:person:IS_DEAD
2359,1465,30,Edmund,fam:parents,t:person:NAME
2359,1466,31,Howe,fam:parents,t:person:NAME
2359,1467,32,",",delimiter:thematic,t:DELIMITER
2359,1468,33,No,fam:siblings,t:person:NUMBER
2359,1469,34,Bro,fam:siblings,t:person:BROTHERS
2359,1470,35,",",fam:siblings,t:DELIMITER
2359,1471,36,1,fam:siblings,t:person:NUMBER
2359,1472,37,step,fam:siblings,t:person:STEP_SIBLING
2359,1473,38,Bro,fam:siblings,t:person:BROTHERS
2359,1474,39,Rob,fam:siblings,t:person:NAME
2359,1475,40,,fam:siblings,t:person:NAME
2359,1476,41,t,fam:siblings,t:person:NAME
2359,1477,42,Cooke,fam:siblings,t:person:NAME
2359,1478,43,",",fam:siblings,t:DELIMITER
2359,1479,44,1,fam:siblings,t:person:NUMBER
2359,1480,45,Sis,fam:siblings,t:person:SISTERS
2359,1481,46,Ann,fam:siblings,t:person:NAME
2359,1482,47,Howe,fam:siblings,t:person:NAME
2359,1483,48,[,meta:parenthetical,meta:parenthetical
2359,1484,49,dep,meta:parenthetical,meta:parenthetical
2359,1485,50,2359,meta:parenthetical,meta:parenthetical
2359,1486,51,],meta:parenthetical,meta:parenthetical
2359,1487,52,-,delimiter:thematic,delimiter:thematic
2359,1488,53,see,meta:record-reference,t:meta:SEE
2359,1489,54,2357,meta:record-reference,t:meta:ACCOUNT_NUMBER
2359,1490,55,",",meta:record-reference,t:DELIMITER
2359,1491,56,2358,meta:record-reference,t:meta:ACCOUNT_NUMBER
2359,1492,57,",",meta:record-reference,t:DELIMITER
2359,1493,58,2360,meta:record-reference,t:meta:ACCOUNT_NUMBER
2359,1494,59,",",meta:record-reference,t:DELIMITER
2359,1495,60,8487,meta:record-reference,t:meta:ACCOUNT_NUMBER
2359,1496,61,END,END,END
19359,1497,0,START,START,START
19359,1498,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
19359,1499,2,of,subj:native-of,t:rel:IS_NATIVE_OF
19359,1500,3,Drumduff,subj:native-of,t:location:NAME
19359,1501,4,",",subj:native-of,t:location:NAME
19359,1502,5,Co,subj:native-of,t:location:NAME
19359,1503,6,Cavan,subj:native-of,t:location:NAME
19359,1504,7,",",subj:native-of,t:location:NAME
19359,1505,8,Ire,subj:native-of,t:location:NAME
19359,1506,9,-,delimiter:thematic,t:DELIMITER
19359,1507,10,Arr,subj:emigration-event,t:emigration:ARRIVED
19359,1508,11,Mar,subj:emigration-event,t:time:MONTH
19359,1509,12,29,subj:emigration-event,t:time:DATE
19359,1510,13,",",subj:emigration-event,t:DELIMITER
19359,1511,14,1856,subj:emigration-event,t:time:YEAR
19359,1512,15,per,subj:emigration-event,t:emigration:VIA
19359,1513,16,Aurora,subj:emigration-event,t:emigation:VESSEL
19359,1514,17,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
19359,1515,18,LP,subj:emigration-event,t:location:NAME
19359,1516,19,-,delimiter:thematic,delimiter:thematic
19359,1517,20,Fa,fam:parents,t:person:FATHER
19359,1518,21,d,fam:parents,t:person:IS_DEAD
19359,1519,22,",",fam:parents,t:DELIMITER
19359,1520,23,James,fam:parents,t:person:NAME
19359,1521,24,",",fam:parents,t:DELIMITER
19359,1522,25,Mo,fam:parents,t:person:MOTHER
19359,1523,26,in,fam:parents,t:person:LOCATED_IN
19359,1524,27,Ire,fam:parents,t:location:NAME
19359,1525,28,",",fam:parents,t:DELIMITER
19359,1526,29,Susan,fam:parents,t:person:NAME
19359,1527,30,Bradley,fam:parents,t:person:NAME
19359,1528,31,",",delimiter:thematic,t:DELIMITER
19359,1529,32,Is,subj:age,t:person:IS_MINOR
19359,1530,33,a,subj:age,t:person:IS_MINOR
19359,1531,34,Minor,subj:age,t:person:IS_MINOR
19359,1532,35,-,delimiter:thematic,delimiter:thematic
19359,1533,36,see,meta:record-reference,t:meta:SEE
19359,1534,37,13047,meta:record-reference,t:meta:ACCOUNT_NUMBER
19359,1535,38,END,END,END
1000,1536,0,START,START,START
1000,1537,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
1000,1538,2,Co,subj:native-of,t:location:NAME
1000,1539,3,Kilkenny,subj:native-of,t:location:NAME
1000,1540,4,",",subj:native-of,t:location:NAME
1000,1541,5,Parish,subj:native-of,t:location:NAME
1000,1542,6,Dunaggen,subj:native-of,t:location:NAME
1000,1543,7,",",subj:native-of,t:DELIMITER
1000,1544,8,3,subj:native-of,t:location:DISTANCE
1000,1545,9,miles,subj:native-of,t:location:DISTANCE_UNIT
1000,1546,10,from,subj:native-of,t:location:FROM
1000,1547,11,Callan,subj:native-of,t:location:NAME
1000,1548,12,",",subj:native-of,t:location:NAME
1000,1549,13,Ire,subj:native-of,t:location:NAME
1000,1550,14,-,delimiter:thematic,delimiter:thematic
1000,1551,15,Is,subj:biographical-note,t:UNKNOWN
1000,1552,16,in,subj:biographical-note,t:UNKNOWN
1000,1553,17,US,subj:biographical-note,t:UNKNOWN
1000,1554,18,12,subj:biographical-note,t:UNKNOWN
1000,1555,19,mos,subj:biographical-note,t:UNKNOWN
1000,1556,20,last,subj:biographical-note,t:UNKNOWN
1000,1557,21,4th,subj:biographical-note,t:UNKNOWN
1000,1558,22,July,subj:biographical-note,t:UNKNOWN
1000,1559,23,-,delimiter:thematic,delimiter:thematic
1000,1560,24,Parents,fam:parents,t:person:PARENTS
1000,1561,25,Dead,fam:parents,t:person:IS_DEAD
1000,1562,26,",",fam:parents,t:DELIMITER
1000,1563,27,Father,fam:parents,t:person:FATHER
1000,1564,28,James,fam:parents,t:person:NAME
1000,1565,29,",",fam:parents,t:DELIMITER
1000,1566,30,Mother,fam:parents,t:person:MOTHER
1000,1567,31,Judy,fam:parents,t:person:NAME
1000,1568,32,Dalton,fam:parents,t:person:NAME
1000,1569,33,-,delimiter:thematic,delimiter:thematic
1000,1570,34,No,fam:siblings,t:person:NUMBER
1000,1571,35,Bros,fam:siblings,t:person:BROTHERS
1000,1572,36,Had,fam:siblings,t:UNKNOWN
1000,1573,37,one,fam:siblings,t:UNKNOWN
1000,1574,38,who,fam:siblings,t:UNKNOWN
1000,1575,39,died,fam:siblings,t:UNKNOWN
1000,1576,40,here,fam:siblings,t:UNKNOWN
1000,1577,41,Michael,fam:siblings,t:person:NAME
1000,1578,42,-,fam:siblings,t:DELIMITER
1000,1579,43,no,fam:siblings,t:person:NUMBER
1000,1580,44,Sisters,fam:siblings,t:person:SISTERS
